track,mode,generator,arm_a,arm_b,relation,quality_a,quality_b,a_dominated_by_b,setup_a,setup_b,marginal_a,marginal_b,breakeven_queries,a_cheaper_at_100,a_cheaper_at_1000,a_cheaper_at_10000,a_cheaper_at_100000,a_cheaper_at_1000000
obliqa,open,qwen3:8b,a8,a7s2,costs less on both axes,0.4890829694323144,0.5711111111111111,False,1170586.0,7511770.0,1044.698,3968.134,,True,True,True,True,True
obliqa,open,qwen3:8b,a8,a8c,costs less on both axes,0.4890829694323144,0.5816554809843401,False,1170586.0,1170586.0,1044.698,3492.356,,True,True,True,True,True
obliqa,open,qwen3:8b,a8c,a1,costs more on both axes,0.5816554809843401,0.3047210300429184,False,1170586.0,0.0,3492.356,202.836,,False,False,False,False,False
obliqa,open,qwen3:8b,a8c,a2,costs more on both axes,0.5816554809843401,0.3259911894273127,False,1170586.0,0.0,3492.356,1091.016,,False,False,False,False,False
obliqa,open,qwen3:8b,a8c,a2o,costs more on both axes,0.5816554809843401,0.3369565217391304,False,1170586.0,0.0,3492.356,344.204,,False,False,False,False,False
obliqa,open,qwen3:8b,a8c,a3,crosses,0.5816554809843401,0.3870967741935484,False,1170586.0,0.0,3492.356,24377.72,56.04814931643039,True,True,True,True,True
obliqa,open,qwen3:8b,a8c,a4,costs more on both axes,0.5816554809843401,0.580168776371308,False,1170586.0,1170586.0,3492.356,892.468,,False,False,False,False,False
obliqa,open,qwen3:8b,a8c,a5,costs more on both axes,0.5816554809843401,0.5970772442588727,True,1170586.0,1170586.0,3492.356,1003.46,,False,False,False,False,False
obliqa,open,qwen3:8b,a8c,a7,crosses,0.5816554809843401,0.5689277899343544,False,1170586.0,7511770.0,3492.356,2952.144,11738.324953906975,True,True,True,False,False
obliqa,open,qwen3:8b,a8c,a7s1,costs less on both axes,0.5816554809843401,0.5468409586056645,False,1170586.0,7511770.0,3492.356,3966.352,,True,True,True,True,True
obliqa,open,qwen3:8b,a8c,a7s2,costs less on both axes,0.5816554809843401,0.5711111111111111,False,1170586.0,7511770.0,3492.356,3968.134,,True,True,True,True,True
obliqa,open,qwen3:8b,a8c,a8,costs more on both axes,0.5816554809843401,0.4890829694323144,False,1170586.0,1170586.0,3492.356,1044.698,,False,False,False,False,False
